"id"|"gameOperationId"|"season"|"sortKey"|"leagueCategoryId"|"leagueClassId"|"leagueSystemId"|"leagueType"|"name"|"isFemale"|"shortName"|"seasonId"|"isLegacyLeague"|"fieldSize"|"leagueModus"|"hasPreround"|"tableModus"|"periods"|"periodLength"|"overtimeLength"
319|1|"6"|"11"|"4"|"10"|"1"|"cup"|"Play-Offs 1. FBL Herren"|False|"PO 1. FBL Herren"|6|True|""|""|False|"classic"|""|""|""
4|1|"6"|"12"|"4"|"10"|"1"|"cup"|"Play-Offs FBL Damen"|True|"PO Da"|6|True|""|""|False|"classic"|""|""|""
33|1|"6"|"14"|"4"|"10"|"1"|"cup"|"Play-Down 1. FBL Herren"|False|"PD 1. FBL Herren"|6|True|""|""|False|"classic"|""|""|""
285|1|"6"|"15"|"4"|"20"|"1"|"cup"|"Play-Offs 2. FBL Herren"|False|"PO 2. BL"|6|True|""|""|False|"classic"|""|""|""
118|1|"6"|"16"|"4"|"10"|"1"|"cup"|"Relegation 1./2. FBL Herren"|False|"Reli 1./2. FBL"|6|True|""|""|False|"classic"|""|""|""
11|1|"6"|"19"|"4"|"10"|"1"|"cup"|"Regionalligameisterschaft Nord/West"|False|"RegioM NW"|6|True|""|""|False|"classic"|""|""|""
197|1|"6"|"21"|"1"|"10"|"1"|"league"|"1. FBL Herren"|False|"1. FBL Herren"|6|True|""|""|False|"classic"|""|""|""
378|1|"6"|"22"|"1"|"20"|"1"|"league"|"2. FBL Nord/West"|False|"2. FBL NW"|6|True|""|""|False|"classic"|""|""|""
66|1|"6"|"23"|"1"|"20"|"1"|"league"|"2. FBL Süd/Ost"|False|"2. FBL SO"|6|True|""|""|False|"classic"|""|""|""
168|1|"6"|"50"|"100"|"10"|"1"|"champ"|"Stena Line Damen Kleinfeld Deutsche Meisterschaft"|True|"Damen DM (KF)"|6|True|""|""|False|"classic"|""|""|""
55|1|"6"|"51"|"102"|"10"|"1"|"champ"|"Stena Line U17 Junioren Deutsche Meisterschaft"|False|"U17 DM (GF)"|6|True|""|""|False|"classic"|""|""|""
211|1|"6"|"52"|"100"|"10"|"1"|"champ"|"Stena Line U17 Juniorinnen Kleinfeld Deutsche Meisterschaft"|True|"U17 DM (KF w)"|6|True|""|""|False|"classic"|""|""|""
100|1|"6"|"53"|"100"|"300"|"1"|"champ"|"Stena Line U13 Junioren Kleinfeld Deutsche Meisterschaft"|False|"U13 DM (KF)"|6|True|""|""|False|"classic"|""|""|""
131|1|"6"|"54"|"100"|"10"|"1"|"champ"|"Stena Line U17 Junioren Kleinfeld Deutsche Meisterschaft"|False|"U17 DM (KF m)"|6|True|""|""|False|"classic"|""|""|""
352|1|"6"|"55"|"100"|"10"|"1"|"champ"|"Stena Line U15 Junioren Kleinfeld Deutsche Meisterschaft"|False|"U15 DM (KF)"|6|True|""|""|False|"classic"|""|""|""
23|1|"6"|"56"|"100"|"10"|"1"|"champ"|"Stena Line Herren Kleinfeld Deutsche Meisterschaft"|False|"Herren DM (KF)"|6|True|""|""|False|"classic"|""|""|""
341|2|"6"|"0"|"1"|"30"|"1"|"league"|"Regionalliga Nordwest (Herren GF)"|False|"RL NW (H GF)"|6|True|""|""|False|"classic"|""|""|""
340|2|"6"|"1"|"2"|"30"|"1"|"league"|"Regionalliga Nordwest (Herren KF)"|False|"RL NW (H KF)"|6|True|""|""|False|"classic"|""|""|""
294|2|"6"|"2"|"2"|"40"|"1"|"league"|"Verbandsliga Nordwest (Herren KF)"|False|"VL NW (H KF)"|6|True|""|""|False|"classic"|""|""|""
29|2|"6"|"3"|"2"|"30"|"1"|"league"|"Regionalliga Nordwest (Damen KF)"|True|"RL NW (D KF)"|6|True|""|""|False|"classic"|""|""|""
367|2|"6"|"4"|"1"|"260"|"1"|"league"|"Regionalliga Nordwest (U17 GF)"|False|"RL NW (U17 GF)"|6|True|""|""|False|"classic"|""|""|""
280|2|"6"|"5"|"2"|"280"|"1"|"league"|"Regionalliga Nordwest (U15)"|False|"RL NW (U15)"|6|True|""|""|False|"classic"|""|""|""
372|2|"6"|"6"|"2"|"300"|"1"|"league"|"Regionalliga Nordwest (U13) - Vorrunde"|False|"RL NW (U13) - VR"|6|True|""|""|False|"classic"|""|""|""
172|2|"6"|"7"|"2"|"290"|"1"|"league"|"Regionalliga Nordwest (U13) - Meisterrunde"|False|"RL NW U13 (MR)"|6|True|""|""|False|"classic"|""|""|""
301|2|"6"|"8"|"2"|"290"|"1"|"league"|"Regionalliga Nordwest (U13) - Platzierungsrunde"|False|"RL NW U13 (PR)"|6|True|""|""|False|"classic"|""|""|""
16|2|"6"|"9"|"2"|"320"|"1"|"league"|"Regionalliga Nordwest (U11)"|False|"RL NW (U11)"|6|True|""|""|False|"classic"|""|""|""
90|2|"6"|"10"|"2"|"370"|"4"|"league"|"Masters (Ü30)"|False|"Ü30"|6|True|""|""|False|"classic"|""|""|""
158|2|"6"|"11"|"4"|"260"|"4"|"cup"|"U17 (GF) - Qualifikation (DM)"|False|"U17 (DM-Quali)"|6|True|""|""|False|"classic"|""|""|""
388|2|"6"|"12"|"2"|"260"|"1"|"league"|"Regionalliga Nordwest (U17 Juniorinnen KF)"|True|"U17 KF (D)"|6|True|""|""|False|"classic"|""|""|""
374|3|"6"|"1"|"101"|"280"|"4"|"champ"|"U15 DM-Qualifikation Ost"|False|"U15 Quali"|6|True|""|""|False|"classic"|""|""|""
14|3|"6"|"2"|"101"|"300"|"4"|"champ"|"U13 DM-Qualifikation Ost"|False|"U13 Quali"|6|True|""|""|False|"classic"|""|""|""
295|3|"6"|"5"|"1"|"30"|"1"|"league"|"Herren Großfeld"|False|"GF"|6|True|""|""|False|"classic"|""|""|""
369|3|"6"|"6"|"3"|"30"|"1"|"cup"|"Herren Kleinfeld-Playoffs"|False|"KF POs"|6|True|""|""|False|"classic"|""|""|""
229|3|"6"|"7"|"2"|"30"|"1"|"league"|"Herren Kleinfeld-Regionalliga"|False|"KF-RL"|6|True|""|""|False|"classic"|""|""|""
273|3|"6"|"8"|"2"|"40"|"1"|"league"|"Herren Kleinfeld-Verbandsliga"|False|"KF-VB"|6|True|""|""|False|"classic"|""|""|""
377|3|"6"|"9"|"2"|"280"|"1"|"league"|"U15 Kleinfeld"|False|"U15"|6|True|""|""|False|"classic"|""|""|""
88|3|"6"|"10"|"2"|"300"|"1"|"league"|"U13 Kleinfeld"|False|"U13"|6|True|""|""|False|"classic"|""|""|""
414|4|"6"|"0"|"1"|"30"|"1"|"league"|"Regionalliga Süd (GF)"|False|"RL Süd (GF)"|6|True|""|""|False|"classic"|""|""|""
379|4|"6"|"1"|"2"|"40"|"1"|"league"|"Verbandsliga BW (KF)"|False|"VL BW (KF)"|6|True|""|""|False|"classic"|""|""|""
244|4|"6"|"2"|"2"|"260"|"1"|"league"|"U17 Regionalliga Südwest (KF)"|False|"RL SW U17 (KF)"|6|True|""|""|False|"classic"|""|""|""
19|4|"6"|"3"|"101"|"40"|"1"|"champ"|"Damen DM-Quali"|True|"Damen DM-Quali"|6|True|""|""|False|"classic"|""|""|""
37|4|"6"|"4"|"1"|"260"|"1"|"league"|"U17 DM-Quali (GF)"|False|"U17 DM (GF)"|6|True|""|""|False|"classic"|""|""|""
404|4|"6"|"5"|"2"|"280"|"1"|"league"|"U15 DM-Quali"|False|"U15 DM-Quali (KF)"|6|True|""|""|False|"classic"|""|""|""
48|4|"6"|"6"|"2"|"300"|"1"|"league"|"U13 DM-Quali"|False|"U13 DM-Quali (KF)"|6|True|""|""|False|"classic"|""|""|""
336|5|"6"|"1"|"1"|"30"|"1"|"league"|"Herren Großfeld Regionalliga Nord"|False|"Herren GF RL Nord"|6|True|""|""|False|"classic"|""|""|""
418|5|"6"|"2"|"1"|"40"|"1"|"league"|"Herren Großfeld Verbandsliga Nord"|False|"Herren GF VL Nord"|6|True|""|""|False|"classic"|""|""|""
225|5|"6"|"3"|"1"|"30"|"1"|"league"|"Damen Großfeld Regionalliga Nord"|True|"Damen GF RL Nord"|6|True|""|""|False|"classic"|""|""|""
188|5|"6"|"4"|"2"|"30"|"1"|"league"|"Herren Kleinfeld Regionalliga Nord"|False|"Herren KF RL Nord"|6|True|""|""|False|"classic"|""|""|""
409|5|"6"|"5"|"3"|"40"|"1"|"cup"|"Herren Kleinfeld Verbandsliga Nord PLAY-OFFS"|False|"Herren KF VL PO"|6|True|""|""|False|"classic"|""|""|""
93|5|"6"|"5"|"2"|"40"|"1"|"league"|"Herren Kleinfeld Verbandsliga Nord Staffel Nord"|False|"Herren KF VL Staffel"|6|True|""|""|False|"classic"|""|""|""
127|5|"6"|"6"|"2"|"40"|"1"|"league"|"Herren Kleinfeld Verbandsliga Nord Staffel Süd"|False|"Herren KF VL Staffel"|6|True|""|""|False|"classic"|""|""|""
370|5|"6"|"7"|"2"|"30"|"1"|"league"|"Damen Kleinfeld Regionalliga Nord"|True|"Damen KF RL Nord"|6|True|""|""|False|"classic"|""|""|""
40|5|"6"|"8"|"2"|"370"|"1"|"league"|"Ü30 Regionalliga Nord"|False|"Ü30 RL Nord"|6|True|""|""|False|"classic"|""|""|""
222|5|"6"|"9"|"1"|"260"|"1"|"league"|"U17 Großfeld Regionalliga Nord"|False|"U17 GF RL Nord"|6|True|""|""|False|"classic"|""|""|""
153|5|"6"|"10"|"2"|"260"|"1"|"league"|"U17 Kleinfeld Regionalliga Nord"|False|"U17 KF RL Nord"|6|True|""|""|False|"classic"|""|""|""
187|5|"6"|"11"|"2"|"280"|"1"|"league"|"U15 Kleinfeld Regionalliga Nord"|False|"U15 KF RL Nord"|6|True|""|""|False|"classic"|""|""|""
389|5|"6"|"12"|"2"|"280"|"1"|"league"|"U15 Kleinfeld Verbandsliga Nord"|False|"U15 KF VL Nord"|6|True|""|""|False|"classic"|""|""|""
288|5|"6"|"13"|"3"|"300"|"1"|"cup"|"U13 Kleinfeld Regionalliga Nord PLAY-OFFS"|False|"U13 KF PO"|6|True|""|""|False|"classic"|""|""|""
112|5|"6"|"14"|"2"|"300"|"1"|"league"|"U13 Kleinfeld Regionalliga Nord Staffel Nordwest"|False|"U13 KF RL Staffel No"|6|True|""|""|False|"classic"|""|""|""
35|5|"6"|"15"|"2"|"300"|"1"|"league"|"U13 Kleinfeld Regionalliga Nord Staffel Südost"|False|"U13 KF RL Staffel Sü"|6|True|""|""|False|"classic"|""|""|""
425|5|"6"|"16"|"2"|"300"|"1"|"league"|"U13 Kleintor Verbandsliga Nord"|False|"U13 KT VL Nord"|6|True|""|""|False|"classic"|""|""|""
2|5|"6"|"17"|"2"|"320"|"1"|"league"|"U11 Kleintor Regionalliga Nord Staffel Süd"|False|"U11 KT RL Staffel Sü"|6|True|""|""|False|"classic"|""|""|""
111|5|"6"|"18"|"2"|"320"|"4"|"league"|"U11 Kleintor Regionalliga Nord Staffel Nord"|False|"U11 RL Staf Nord"|6|True|""|""|False|"classic"|""|""|""
393|6|"6"|"1"|"3"|"30"|"1"|"cup"|"DM-Quali Herren KF"|False|"DM-Quali Herren KF"|6|True|""|""|False|"classic"|""|""|""
430|6|"6"|"11"|"4"|"30"|"1"|"cup"|"PO Herren GF"|False|"PO HeGF"|6|True|""|""|False|"classic"|""|""|""
304|6|"6"|"12"|"3"|"30"|"1"|"cup"|"PO Herren KF"|False|"PO He KF"|6|True|""|""|False|"classic"|""|""|""
435|6|"6"|"13"|"3"|"30"|"1"|"cup"|"PO Damen KF"|True|"PO Damen KF"|6|True|""|""|False|"classic"|""|""|""
254|6|"6"|"14"|"4"|"30"|"1"|"cup"|"PO U17 GF m"|False|"PO U17 GF m"|6|True|""|""|False|"classic"|""|""|""
351|6|"6"|"15"|"4"|"30"|"1"|"cup"|"PO U15 GF m"|False|"PO U15 GF m"|6|True|""|""|False|"classic"|""|""|""
180|6|"6"|"16"|"3"|"30"|"1"|"cup"|"PO U15 KF m"|False|"PO U15 KF m"|6|True|""|""|False|"classic"|""|""|""
85|6|"6"|"17"|"4"|"30"|"1"|"cup"|"PO U13 GF m"|False|"PO U13 GF m"|6|True|""|""|False|"classic"|""|""|""
350|6|"6"|"18"|"3"|"30"|"1"|"cup"|"PO U13 KF m"|False|"PO U13 KF m"|6|True|""|""|False|"classic"|""|""|""
44|6|"6"|"19"|"3"|"30"|"1"|"cup"|"PO U13 KF weiblich"|True|"PO U13 KF w"|6|True|""|""|False|"classic"|""|""|""
160|6|"6"|"20"|"3"|"320"|"1"|"cup"|"PO U11 mixed"|False|"PO U11 mixed"|6|True|""|""|False|"classic"|""|""|""
289|6|"6"|"21"|"1"|"30"|"1"|"league"|"RL Herren GF Staffel 1"|False|"RL Herren GF Staffel"|6|True|""|""|False|"classic"|""|""|""
216|6|"6"|"22"|"1"|"30"|"1"|"league"|"RL Herren GF Staffel 2"|False|"RL Herren GF Staffel"|6|True|""|""|False|"classic"|""|""|""
365|6|"6"|"23"|"1"|"30"|"1"|"league"|"RL Damen GF (Bundesligaqualifikation)"|True|"RL Damen GF"|6|True|""|""|False|"classic"|""|""|""
309|6|"6"|"24"|"2"|"30"|"1"|"league"|"RL Herren KF Staffel 1"|False|"RL Herren KF Staffel"|6|True|""|""|False|"classic"|""|""|""
364|6|"6"|"25"|"2"|"30"|"1"|"league"|"RL Herren KF Staffel 2"|False|"RL Herren KF Staffel"|6|True|""|""|False|"classic"|""|""|""
121|6|"6"|"26"|"2"|"30"|"1"|"league"|"RL Damen KF"|True|"Damen-KF"|6|True|""|""|False|"classic"|""|""|""
70|6|"6"|"27"|"1"|"260"|"1"|"league"|"RL U17 GF"|False|"RL U17 GF"|6|True|""|""|False|"classic"|""|""|""
247|6|"6"|"28"|"2"|"260"|"1"|"league"|"RL U17 KF"|False|"RL U17 KF"|6|True|""|""|False|"classic"|""|""|""
159|6|"6"|"29"|"2"|"260"|"1"|"league"|"RL U17 KF weiblich"|True|"RL U17 KF weiblich"|6|True|""|""|False|"classic"|""|""|""
147|6|"6"|"30"|"1"|"280"|"1"|"league"|"RL U15 GF"|False|"RL U15 GF"|6|True|""|""|False|"classic"|""|""|""
152|6|"6"|"31"|"2"|"280"|"1"|"league"|"RL U15 KF Staffel 1"|False|"U15 KF Staffel 1"|6|True|""|""|False|"classic"|""|""|""
215|6|"6"|"32"|"2"|"280"|"1"|"league"|"RL U15 KF Staffel 2"|False|"U15 KF Staffel 2"|6|True|""|""|False|"classic"|""|""|""
356|6|"6"|"34"|"1"|"300"|"1"|"league"|"RL U13 GF"|False|"RL U13 GF"|6|True|""|""|False|"classic"|""|""|""
385|6|"6"|"35"|"2"|"300"|"1"|"league"|"RL U13 KF Staffel 1"|False|"RL U13 KF Staffel 1"|6|True|""|""|False|"classic"|""|""|""
9|6|"6"|"37"|"2"|"300"|"1"|"league"|"RL U13 KF weiblich"|True|"RL U13 KF weiblich"|6|True|""|""|False|"classic"|""|""|""
208|6|"6"|"38"|"5"|"320"|"1"|"league"|"RL U11 mixed Staffel 1"|False|"RL U11 mixed Staffel"|6|True|""|""|False|"classic"|""|""|""
213|6|"6"|"39"|"5"|"320"|"1"|"league"|"RL U11 mixed Staffel 2"|False|"RL U11 mixed Staffel"|6|True|""|""|False|"classic"|""|""|""
199|6|"6"|"40"|"5"|"340"|"1"|"league"|"RL U9 mixed"|False|"RL U9 mixed"|6|True|""|""|False|"classic"|""|""|""
380|8|"6"|"0"|"2"|"320"|"1"|"league"|"Floorball Hessenliga U11 Kleinfeld"|False|"Hessenliga U11"|6|True|""|""|False|"classic"|""|""|""
433|8|"6"|"0"|"2"|"40"|"1"|"league"|"Floorball Hessenliga Kleinfeld"|False|"Hessenliga KF"|6|True|""|""|False|"classic"|""|""|""
26|8|"6"|"0"|"2"|"280"|"1"|"league"|"Floorball Hessenliga U15 Kleinfeld"|False|"Hessenliga U15"|6|True|""|""|False|"classic"|""|""|""
314|9|"6"|"1"|"2"|"340"|"1"|"league"|"Bayernliga U9"|False|"Bayernliga U9"|6|True|""|""|False|"classic"|""|""|""
73|9|"6"|"2"|"2"|"320"|"1"|"league"|"Bayernliga U11"|False|"Bayernliga U11"|6|True|""|""|False|"classic"|""|""|""
163|9|"6"|"3"|"2"|"300"|"1"|"league"|"Bayernliga U13"|False|"Bayernliga U13"|6|True|""|""|False|"classic"|""|""|""
287|9|"6"|"4"|"2"|"280"|"1"|"league"|"Bayernliga U15"|False|"Bayernliga U15"|6|True|""|""|False|"classic"|""|""|""
204|9|"6"|"5"|"2"|"260"|"1"|"league"|"Bayernliga U17"|False|"Bayernliga U17"|6|True|""|""|False|"classic"|""|""|""
411|9|"6"|"6"|"2"|"40"|"1"|"league"|"Damen Kleinfeld Bayernliga"|True|"Damen"|6|True|""|""|False|"classic"|""|""|""
79|9|"6"|"7"|"2"|"30"|"1"|"league"|"U17 weiblich"|True|"u17w"|6|True|""|""|False|"classic"|""|""|""
183|9|"6"|"7"|"2"|"40"|"1"|"league"|"Herren Bayernliga"|False|"Herren Bayernliga"|6|True|""|""|False|"classic"|""|""|""
74|10|"6"|"1"|"1"|"30"|"1"|"league"|"Westliga Herren Großfeld"|False|"Westliga Herren GF"|6|True|""|""|False|"classic"|""|""|""
330|10|"6"|"2"|"1"|"30"|"1"|"league"|"Westliga Damen Großfeld"|True|"Westliga Damen GF"|6|True|""|""|False|"classic"|""|""|""
396|10|"6"|"3"|"1"|"260"|"1"|"league"|"Westliga Herren Großfeld U17"|False|"Westliga U17 GF"|6|True|""|""|False|"classic"|""|""|""
269|10|"6"|"4"|"2"|"30"|"1"|"league"|"Westliga Herren Kleinfeld - Nord"|False|"Westliga Herren KF -"|6|True|""|""|False|"classic"|""|""|""
432|10|"6"|"5"|"2"|"30"|"1"|"league"|"Westliga Herren Kleinfeld - Süd"|False|"Westliga Herren KF -"|6|True|""|""|False|"classic"|""|""|""
348|10|"6"|"6"|"2"|"30"|"1"|"league"|"Westliga Damen Kleinfeld"|True|"Westliga Damen KF"|6|True|""|""|False|"classic"|""|""|""
60|10|"6"|"7"|"2"|"260"|"1"|"league"|"Westliga Herren Kleinfeld U17"|False|"Westliga U17 KF"|6|True|""|""|False|"classic"|""|""|""
410|10|"6"|"8"|"2"|"280"|"1"|"league"|"Westliga Herren Kleinfeld U15"|False|"Westliga U15 KF"|6|True|""|""|False|"classic"|""|""|""
333|10|"6"|"9"|"2"|"300"|"1"|"league"|"Westliga Herren Kleinfeld U13"|False|"Westliga U13 KF"|6|True|""|""|False|"classic"|""|""|""
195|10|"6"|"10"|"2"|"320"|"1"|"league"|"Westliga Herren Kleinfeld U11"|False|"Westliga U11 KF"|6|True|""|""|False|"classic"|""|""|""
51|10|"6"|"11"|"2"|"260"|"1"|"league"|"Westliga Damen Kleinfeld U17"|True|"Westliga Damen U17 K"|6|True|""|""|False|"classic"|""|""|""
328|10|"6"|"12"|"2"|"300"|"1"|"league"|"Westliga Damen Kleinfeld U13"|True|"Westliga Damen U13 K"|6|True|""|""|False|"classic"|""|""|""
338|1|"7"|"10"|"4"|"10"|"4"|"cup"|"Playoffs 1. FBL Herren"|False|"PO 1.FBL"|7|True|""|""|False|"classic"|""|""|""
354|1|"7"|"11"|"4"|"10"|"4"|"cup"|"Playdowns 1. FBL Herren"|False|"PD 1. FBL"|7|True|""|""|False|"classic"|""|""|""
262|1|"7"|"12"|"4"|"10"|"4"|"cup"|"Playoffs FBL Damen"|True|"PO Damen"|7|True|""|""|False|"classic"|""|""|""
384|1|"7"|"13"|"4"|"10"|"4"|"cup"|"Relegation 1. / 2. FBL Herren"|False|"Rel 1./2."|7|True|""|""|False|"classic"|""|""|""
257|1|"7"|"14"|"4"|"20"|"4"|"cup"|"Playoffs 2. FBL Herren"|False|"PO 2. FBL"|7|True|""|""|False|"classic"|""|""|""
89|1|"7"|"15"|"4"|"10"|"4"|"cup"|"Relegation 2. FBL / RL NW"|False|"Rel 2./NW"|7|True|""|""|False|"classic"|""|""|""
303|1|"7"|"16"|"4"|"30"|"4"|"cup"|"Regionalligameisterschaft Nord/West"|False|"RegioM N/W"|7|True|""|""|False|"classic"|""|""|""
267|1|"7"|"21"|"1"|"10"|"1"|"league"|"1. FBL Herren"|False|"1. FBL (H)"|7|True|""|""|False|"classic"|""|""|""
398|1|"7"|"22"|"1"|"20"|"1"|"league"|"2. FBL Herren Nord/West"|False|"2. FBL NW"|7|True|""|""|False|"classic"|""|""|""
266|1|"7"|"23"|"1"|"20"|"1"|"league"|"2. FBL Herren Süd/Ost"|False|"2. FBL SO"|7|True|""|""|False|"classic"|""|""|""
1|1|"7"|"31"|"4"|"10"|"4"|"cup"|"Stena Line FD-Pokal Herren"|False|"FD-Pokal Herren"|7|True|""|""|False|"classic"|""|""|""
106|1|"7"|"32"|"4"|"10"|"4"|"cup"|"Stena Line FD-Pokal Damen"|True|"FD-Pokal Damen"|7|True|""|""|False|"classic"|""|""|""
386|1|"7"|"50"|"100"|"30"|"1"|"champ"|"Stena Line Herren Kleinfeld Deutsche Meisterschaft"|False|"DM - Herren KF"|7|True|""|""|False|"classic"|""|""|""
171|1|"7"|"51"|"100"|"10"|"1"|"champ"|"Stena Line Damen Kleinfeld Deutsche Meisterschaft"|True|"DM - Damen KF"|7|True|""|""|False|"classic"|""|""|""
145|1|"7"|"52"|"102"|"10"|"1"|"champ"|"Stena Line U17 Junioren Deutsche Meisterschaft"|False|"DM - U17 GF"|7|True|""|""|False|"classic"|""|""|""
258|1|"7"|"54"|"102"|"10"|"1"|"champ"|"Stena Line U17 Junioren DM-Qualifikation NW"|False|"DM-Q U17 GF NW"|7|True|""|""|False|"classic"|""|""|""
436|1|"7"|"55"|"100"|"10"|"1"|"champ"|"Stena Line U17 Junioren Kleinfeld Deutsche Meisterschaft"|False|"DM - U17 KF"|7|True|""|""|False|"classic"|""|""|""
178|1|"7"|"56"|"101"|"10"|"1"|"champ"|"Stena Line U17 Juniorinnen Kleinfeld Deutsche Meiserschaft"|True|"DM - U17 (w) KF"|7|True|""|""|False|"classic"|""|""|""
12|1|"7"|"57"|"100"|"10"|"1"|"champ"|"Stena Line U15 Junioren Kleinfeld Deutsche Meisterschaft"|False|"DM - U15 KF"|7|True|""|""|False|"classic"|""|""|""
133|1|"7"|"58"|"100"|"10"|"1"|"champ"|"Stena Line U14 Juniorinnen Kleinfeld Deutsche Meisterschaft"|True|"DM - U14 (w) KF"|7|True|""|""|False|"classic"|""|""|""
334|1|"7"|"59"|"100"|"10"|"1"|"champ"|"Stena Line U13 Junioren Kleinfeld Deutsche Meisterschaft"|False|"DM - U13 KF"|7|True|""|""|False|"classic"|""|""|""
36|2|"7"|"0"|"1"|"30"|"1"|"league"|"Jamasi Regionalliga Nordwest Herren"|False|"RL NW H (GF)"|7|True|""|""|False|"classic"|""|""|""
67|2|"7"|"1"|"1"|"40"|"1"|"league"|"Verbandsliga Nordwest Herren"|False|"VL NW H (GF)"|7|True|""|""|False|"classic"|""|""|""
332|2|"7"|"10"|"2"|"30"|"1"|"league"|"Regionalliga Nordwest Herren (KF)"|False|"RL NW H (KF)"|7|True|""|""|False|"classic"|""|""|""
22|2|"7"|"11"|"2"|"40"|"1"|"league"|"Verbandsliga Nordwest Herren (KF)"|False|"VL NW H (KF)"|7|True|""|""|False|"classic"|""|""|""
360|2|"7"|"12"|"2"|"30"|"1"|"league"|"Regionalliga Nordwest Damen (KF)"|True|"RL NW D (KF)"|7|True|""|""|False|"classic"|""|""|""
10|2|"7"|"20"|"1"|"260"|"1"|"league"|"Regionalliga Nordwest U17 Junioren"|False|"RL NW U17 (GF)"|7|True|""|""|False|"classic"|""|""|""
237|2|"7"|"21"|"4"|"280"|"1"|"cup"|"Regionalliga Nordwest U15 Junioren"|False|"RL NW U15 (GF)"|7|True|""|""|False|"classic"|""|""|""
122|2|"7"|"22"|"2"|"280"|"1"|"league"|"Regionalliga Nordwest U15 Junioren (KF)"|False|"RL NW U15 M (KF)"|7|True|""|""|False|"classic"|""|""|""
25|2|"7"|"23"|"3"|"280"|"4"|"cup"|"Regionalliga Nordwest U15 Juniorinnen (KF)"|True|"RL NW U15 W (KF)"|7|True|""|""|False|"classic"|""|""|""
130|2|"7"|"24"|"2"|"300"|"1"|"league"|"Regionalliga Nordwest U13 Junioren (KF) - Staffel A"|False|"RL NW U13 (KF) - A"|7|True|""|""|False|"classic"|""|""|""
407|2|"7"|"25"|"2"|"300"|"1"|"league"|"Regionalliga Nordwest U13 Junioren (KF) - Staffel B"|False|"RL NW U13 (KF) - B"|7|True|""|""|False|"classic"|""|""|""
162|2|"7"|"26"|"2"|"290"|"1"|"league"|"Regionalliga Nordwest U13 Junioren (KF) - Meisterrunde"|False|"RL NW U13 (MR)"|7|True|""|""|False|"classic"|""|""|""
431|2|"7"|"27"|"2"|"290"|"1"|"league"|"Regionalliga Nordwest U13 Junioren (KF) - Platzierungsrunde"|False|"RL NW U13 (PR)"|7|True|""|""|False|"classic"|""|""|""
80|2|"7"|"28"|"2"|"320"|"1"|"league"|"Regionalliga Nordwest U11 Junioren (KF)"|False|"RL NW U11 (KF)"|7|True|""|""|False|"classic"|""|""|""
132|2|"7"|"29"|"3"|"370"|"4"|"cup"|"Masters (Ü30)"|False|"Ü30"|7|True|""|""|False|"classic"|""|""|""
259|2|"7"|"40"|"2"|"290"|"1"|"league"|"U14 Juniorinnen (KF)"|True|"U14 (w)"|7|True|""|""|False|"classic"|""|""|""
239|2|"7"|"41"|"2"|"260"|"1"|"league"|"U17 Juniorinnen (KF)"|True|"U17 (w)"|7|True|""|""|False|"classic"|""|""|""
238|3|"7"|"1"|"3"|"30"|"4"|"cup"|"DM Qualifikation Herren Kleinfeld Ost"|False|"DM Quali Herren KF Ost"|7|True|""|""|False|"classic"|""|""|""
109|3|"7"|"2"|"3"|"30"|"4"|"cup"|"DM Qualifikation U17 Kleinfeld Ost"|False|"DM Quali U17 KF Ost"|7|True|""|""|False|"classic"|""|""|""
397|3|"7"|"3"|"1"|"30"|"1"|"league"|"Regionalliga Herren Großfeld"|False|"RL Herren GF"|7|True|""|""|False|"classic"|""|""|""
81|3|"7"|"4"|"4"|"30"|"4"|"cup"|"Regionalliga Herren Großfeld Playoffs"|False|"RL Herren GF POs"|7|True|""|""|False|"classic"|""|""|""
13|3|"7"|"5"|"2"|"30"|"1"|"league"|"Regionalliga Herren Kleinfeld"|False|"RL Herren KF"|7|True|""|""|False|"classic"|""|""|""
61|3|"7"|"6"|"3"|"30"|"4"|"cup"|"Regionalliga Herren Kleinfeld Playoffs"|False|"RL Herren KF POs"|7|True|""|""|False|"classic"|""|""|""
179|3|"7"|"6"|"2"|"40"|"1"|"league"|"Verbandsliga Herren Kleinfeld"|False|"VL Herren KF"|7|True|""|""|False|"classic"|""|""|""
137|3|"7"|"7"|"3"|"40"|"4"|"cup"|"Verbandsliga Herren Kleinfeld Playoffs"|False|"VL Herren KF POs"|7|True|""|""|False|"classic"|""|""|""
198|3|"7"|"8"|"2"|"260"|"1"|"league"|"Regionalliga U17 Kleinfeld"|False|"RL U17 KF"|7|True|""|""|False|"classic"|""|""|""
308|3|"7"|"9"|"2"|"280"|"1"|"league"|"Regionalliga U15 Kleinfeld"|False|"RL U15 KF"|7|True|""|""|False|"classic"|""|""|""
186|3|"7"|"10"|"2"|"300"|"1"|"league"|"Regionalliga U13 Kleinfeld"|False|"RL U13 KF"|7|True|""|""|False|"classic"|""|""|""
32|3|"7"|"11"|"2"|"320"|"1"|"league"|"Regionalliga U11 Kleintor"|False|"RL U11 KT"|7|True|""|""|False|"classic"|""|""|""
376|4|"7"|"0"|"1"|"30"|"1"|"league"|"Regionalliga Süd, Staffel Baden-Württemberg"|False|"Regio Süd (GF)"|7|True|""|""|False|"classic"|""|""|""
