"id"|"arenaId"|"name"|"address"|"short"
671|671|"Grundschule am Hohen Feld"|"Bedeweg 1, 13125 Berlin"|"Berlin, Grundschule am Hohen Feld"
680|680|"Grundschule ""Heinrich Zille"" Stahnsdorf"|"Friedrich-Naumann-Straße 74, 14532 Stahnsdorf"|"Stahnsdorf, Grundschule ""Heinrich Zille"" Stahnsdorf"
667|667|"Große Sporthalle der Staudinger Gesamtschule"|"Staudinger Straße 10, 79115 Freiburg"|"Freiburg, Große Sporthalle der Staudinger Gesamtschule"
669|669|"MZH Eselsberg"|"Weinbergweg 40, 89075 Ulm"|"Ulm, MZH Eselsberg"
668|668|"Wentziger Sporthalle"|"Falkenbergerstr. 121, 79110 Freiburg"|"Freiburg, Wentziger Sporthalle"
675|675|"Schulzentrum Heide-Ost"|"Friedrich-Elvers-Straße , 25746 Heide"|"Heide, Schulzentrum Heide-Ost"
622|622|"Harald-Nommensen-Halle"|"Süderstraße 29, 25821 Bredstedt"|"Bredstedt, Harald-Nommensen-Halle"
679|679|"Wilhelm-Grote-Halle"|"Hauptstraße 53, 25492 Heist"|"Heist, Wilhelm-Grote-Halle"
674|674|"Sophie-Dethleffs-Halle"|"Sophie-Dethleffs-Str. 46 A, 25746 Heide"|"Heide, Sophie-Dethleffs-Halle"
579|579|"Quedlingburg, Ernst-Bremmel-Halle"|" ,  "|", Quedlingburg, Ernst-Bremmel-Halle"
356|356|"SH Ziescherstrasse"|" ,  Chemnitz"|"Chemnitz, SH Ziescherstrasse"
677|677|"Hans-Sachs-Gymnasium"|"Löbleinstraße 10, 90409 Nürnberg"|"Nürnberg, Hans-Sachs-Gymnasium"
678|678|"Adam-Kraft-Realschule"|"Lutherplatz 4, 90459 Nürnberg"|"Nürnberg, Adam-Kraft-Realschule"
676|676|"Turnhalle Grundschule Graßlfing"|"Schulstraße 8, 82140 Olching"|"Olching, Turnhalle Grundschule Graßlfing"
682|682|"Staatliche Realschule"|"Schlachthofstr. 34, 87700 Memmingen"|"Memmingen, Staatliche Realschule"
602|602|"Turnhalle Kolkrabenweg"|"Kolkrabenweg 8-10, 50829 Köln-Vogelsang"|"Köln-Vogelsang, Turnhalle Kolkrabenweg"
700|700|"Bildungscampus Riem"|"Paul-Wassermann-Str. 16, 81829 München"|"München, Bildungscampus Riem"
699|699|"Sporthalle am Anton-Saefkow-Platz"|"Anton-Saefkow-Platz 5, 10369 Berlin"|"Berlin, Sporthalle am Anton-Saefkow-Platz"
694|694|"Sporthalle am Steg"|"Lange Straße 18, 06110 Halle (Saale)"|"Halle (Saale), Sporthalle am Steg"
18|18|"BZM II"|"Vaasastraße 43, 24109 Kiel"|"Kiel, BZM II"
704|704|"145. Oberschule"|"Gehestraße 2, 01127 Dresden"|"Dresden, 145. Oberschule"
706|706|"Sporthalle Gesamtschule Kaarst-Büttgen
"|"Risgeskirchweg 1, 41564 Kaarst"|"Kaarst, Sporthalle Gesamtschule Kaarst-Büttgen
"
693|693|"Turnhalle Im Grimm"|"Vor dem Neuen Tore 31, 21339 Lüneburg"|"Lüneburg, Turnhalle Im Grimm"
317|317|"Sporthalle Ostlandstraße"|"Ostlandstraße 4, 28865 Lilienthal"|"Lilienthal, Sporthalle Ostlandstraße"
697|697|"Grundschule unter dem Regenbogen"|"Murtzaner Ring 35-37, 12681 Berlin"|"Berlin, Grundschule unter dem Regenbogen"
709|709|"Tempelherren Grundschule"|"Bäumerplan 15, 12101 Berlin"|"Berlin, Tempelherren Grundschule"
710|710|"Anne-Frank-Grundschule"|"John-Schehr-Straße 18, 14513 Teltow"|"Teltow, Anne-Frank-Grundschule"
695|695|"Sporthalle Stadtteilschule Niekampsweg"|"Niekampsweg 25, 22523 Hamburg"|"Hamburg, Sporthalle Stadtteilschule Niekampsweg"
20|20|"Spreewald Arena Berlin"|"Pallasstraße 15, 10781 Berlin"|"Berlin, Spreewald Arena Berlin"
655|655|"Bürgerparkhalle"|"Alsfelder Straße 29, 64289 Darmstadt"|"Darmstadt, Bürgerparkhalle"
686|686|"Ludwig-Uhland-Schule"|"Uhlandstr. 33, 90408 Nürnberg"|"Nürnberg, Ludwig-Uhland-Schule"
688|688|"Angersporthalle"|"Karchestraße 4, 96450 Coburg"|"Coburg, Angersporthalle"
687|687|"Sporthalle Weßling"|"Meilinger Weg 24, 82234 Weßling"|"Weßling, Sporthalle Weßling"
690|690|"Neue Sporthalle"|"Schulweg 6, 88255 Baienfurt"|"Baienfurt, Neue Sporthalle"
689|689|"Pestalozzihalle"|"Seidmannsdorfer Straße 72, 96450 Coburg"|"Coburg, Pestalozzihalle"
708|708|"Mittelschule Wörth"|"Schulstraße 1, 93086 Wörth"|"Wörth, Mittelschule Wörth"
702|702|"Gesamtschule Niederberg"|"Tersteegenstraße 85, 47506 Neukirchen-Vluyn"|"Neukirchen-Vluyn, Gesamtschule Niederberg"
703|703|"Jan-Joest-Gymnasium der Stadt Kalkar"|"Am Bollwerk 16, 47546 Kalkar"|"Kalkar, Jan-Joest-Gymnasium der Stadt Kalkar"
701|701|"Julius Stursberg Gymnasium"|"Tersteegenstraße 85a, 47506 Neukirchen-Vluyn"|"Neukirchen-Vluyn, Julius Stursberg Gymnasium"
